title,url,summary,article_text
"From Rs 10 lakh to Rs 20 lakh, collateral free loan limit will be doubled for these borrowers; RBI MPC",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/wealth/borrow/from-rs-10-lakh-to-rs-20-lakh-collateral-free-loan-limit-will-be-doubled-for-these-borrowers-rbi-mpc/articleshow/127970246.cms,The Reserve Bank of India has doubled the collateral-free loan limit for small business from Rs 10 lakh to Rs 20 lakh. Collateral-free loans allow businesses to secure funds without pledging assets.,
RBI Policy : Small businesses to get up to Rs 20 lakh collateral free loans,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/industry/banking/finance/banking/rbi-monetary-policy-committee-small-businesses-to-get-up-to-rs-20-lakh-collateral-free-loans/articleshow/127980910.cms,"RBI MPC 2026 announcement: The Reserve Bank of India has doubled the upper limit for collateral-free loans to micro and small enterprises (MSEs) from Rs 10 lakh to Rs 20 lakh. This revision, effective April 1, 2026, aims to combat inflation and improve access to formal credit for these crucial economic contributors.",
RBI lifts cap on foreign bond investments via lock‑in route,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/bonds/rbi-lifts-cap-on-foreign-bond-investments-via-lockin-route/articleshow/127975930.cms,The Reserve Bank of India has removed the Rs 2.5 lakh crore investment limit for debt securities under the voluntary retention route. This move aims to attract stable foreign debt flows. Investments will now follow general route ceilings. Foreign investors have shown reduced preference for this route recently. This change is not expected to cause a significant surge in inflows.,
RBI policy review: MPC keeps repo rate unchanged at 5.15%,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/rbi-policy-review-mpc-keeps-repo-rate-unchanged-at-5-15/articleshow/73977138.cms,"With economy showing visible signs of green shoots, RBI decided to focus on taming inflation.",
RBI MPC at a glance: Your one-stop guide for all key decisions,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/rbi-mpc-meeting-at-a-glance-key-highlights-from-fy-2026-27-monetary-policy/articleshow/127965417.cms,"RBI MPC Meeting at a Glance: The Reserve Bank of India’s Monetary Policy Committee kept the repo rate unchanged at 5.25%, signalling a cautious yet steady approach amid global uncertainties and strong domestic growth. With inflation remaining low and under control, the committee unanimously decided to continue with a neutral monetary policy stance, staying prepared to respond to evolving economic conditions and fresh data.",
"RBI policy outcome: The good, bad and ugly for D-Street investors",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/rbi-policy-outcome-the-good-bad-and-ugly-for-d-street-investors/articleshow/102603319.cms,The banking regulator kept the repo rate unchanged for the third time at 6.5% while retaining the FY24 GDP forecasts of 6.5%. RBI Governor Shaktikanta Das revised the FY24 inflation upwards to 5.4% from an earlier 5.1%.,
"Indian rupee to gauge sustenance of foreign flows, bonds back to supply worries",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/forex/forex-news/indian-rupee-to-gauge-sustenance-of-foreign-flows-bonds-back-to-supply-worries/articleshow/128092775.cms,"This week, Indian markets are on high alert for pivotal economic data, as traders keenly observe foreign portfolio inflows that could dictate the rupee’s trajectory. Meanwhile, bond investors are attuned to the balancing act of demand and supply. The rupee recently surged following the announcement of a trade deal between the U.S.",
RBI MPC meeting time: When it will be live streamed and how to catch the Governor Sanjay Malhotra’s key decisions,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/new-updates/rbi-mpc-meeting-time-when-it-will-be-live-streamed-and-how-to-catch-the-governor-sanjay-malhotras-key-decisions/articleshow/127966670.cms,"RBI MPC meeting time: The Reserve Bank of India's Monetary Policy Committee will announce its latest policy decision on February 6, 2026. This decision will impact loan EMIs, savings returns, and market sentiment. Analysts expect the repo rate to remain unchanged. The RBI Governor will address the media, providing insights into inflation and growth. This announcement is crucial for borrowers, investors, and businesses.",
Indian Banks strong enough to be impacted by the Adani crisis,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/indian-banks-strong-enough-to-be-impacted-by-the-adani-crisis/videoshow/97726949.cms,,
Fixed deposit rates likely to decline in coming weeks,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/finance/fixed-deposit-rates-likely-to-decline-in-coming-weeks/articleshow/7885534.cms,Oriental Bank of Commerce slashed interest rates on fixed deposits of over Rs 1 crore by up to 1 per cent for select maturities.,
RBI hikes rates for last time this fiscal. What it means for your finances,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/web-stories/rbi-hikes-rates-for-last-time-this-fiscal-what-it-means-for-your-finances/slideshow/97729815.cms,,
How to trade Nifty Bank ahead of monthly expiry and RBI policy,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/how-to-trade-nifty-bank-ahead-of-monthly-expiry-and-rbi-policy/articleshow/94448992.cms,"Due to the sharp rise in US bond yields, Indian bond yields have also moved up sharply with 2-year bond yields moving to their 3 years high and almost 50bps move in the last 1 week itself. It has impacted banking stocks adversely and profit booking was experienced ahead of RBI’s monetary policy.",
"RBI, pause again. Give growth another chance",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/opinion/et-commentary/rbi-pause-again-give-growth-another-chance/articleshow/100829680.cms,"With lower imported inflation, thanks to a sustained phase of monetary tightening in advanced economies led by the US Fed, RBI's MPC could safely pause and yet lower its projected inflation estimate for Q1 FY2024",
"RBI policy verdict tomorrow: As tomatoes paint inflation red, can Das soothe D-St’s frayed nerves?",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/rbi-policy-verdict-tomorrow-as-tomatoes-paint-inflation-red-can-das-soothe-d-sts-frayed-nerves/articleshow/102560111.cms,"Inflation will take centre-stage during the 3-day panel discussion in the backdrop of the recent surge in vegetable prices, particularly tomatoes. Since June, prices of tomatoes have increased by more than 5 times.",
"Rupee strengthens to 90.18 per dollar, weekly rally gathers steam before RBI MPC outcome",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/forex/forex-news/rupee-strengthens-to-90-18-per-dollar-weekly-rally-gathers-steam-before-rbi-mpc-outcome/articleshow/127969024.cms,"On Friday, the Indian rupee continued its ascent, marking a notable weekly gain ahead of the Reserve Bank of India's much-anticipated policy update. The currency appeared to benefit from strategic dollar sales, pushing it higher despite a backdrop of global market unease. Meanwhile, foreign investors offloaded Indian stocks, yet the rupee demonstrated resilience amidst tough external factors.",
Equity benchmark indices fall ahead of RBI policy review,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/indices-fall-ahead-of-rbi-policy-review/articleshow/102552665.cms,"The broader market, however, ended positive. The Nifty Midcap 150 index gained 0.26% and Nifty Small-cap 250 index rose 0.16%. Foreign portfolio investors sold shares worth ₹711.34 crore on Tuesday. Domestic institutions were buyers to the tune of ₹537.31 crore.",
RBI Policy Context,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/dovish-rbi-policy-spurs-corporate-bond-issuances/rbi-policy-context/slideshow/124620001.cms,,
RBI Policy Preview,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/rbi-poised-to-hold-rates-at-5-50-amid-mixed-signals/rbi-policy-preview/slideshow/124206298.cms,,
RBI Policy Print,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/web-stories/everything-you-need-to-know-about-rbis-surprise-pause-7-points/rbi-policy-print/slideshow/99294551.cms,,
RBI policy ahead,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/q2-earnings-the-story-so-far/rbi-policy-ahead/slideshow/66839409.cms,,
RBI Policy Outlook,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/strong-macros-low-inflation-to-anchor-yields-says-mahendra-jajoo/rbi-policy-outlook/slideshow/123425561.cms,,
"ET Prime Special: Bond markets & yield curve, the economy's crystal ball – and indicator of what is in store for the stock market",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/intelligent-investing/macro-economics/et-prime-special-bond-markets-yield-curve-the-economys-crystal-ball-and-indicator-of-what-is-in-store-for-the-stock-market/articleshow/128351722.cms,"While the stock market grabs headlines, the bond market is the bedrock of the financial system as it determines the fundamental “price of money” (interest rates) for every business and household. From risk-free government securities to high-yield corporate bonds, the market is now accessible to retail investors. Central to this world is the yield curve, a powerful crystal ball that tracks market expectations for inflation and growth, providing a vital, real-time map of where the economy is headed.",
RBI’s wait-and-watch stance signals confidence in growth: Economists,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/rbis-wait-and-watch-stance-signals-confidence-in-growth-economists/articleshow/127981626.cms,The Reserve Bank of India has kept its key interest rate steady. Economists agree this is a prudent move given strong economic growth and changing inflation trends. The central bank is also awaiting updated economic data. Experts believe the RBI will focus on managing money supply to keep lending rates accessible.,
"Rate cuts came, but bond yields didn't quite follow the script",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/bonds/rate-cuts-came-but-bond-yields-didnt-quite-follow-the-script/articleshow/127964091.cms,"Despite recent policy rate cuts, Indian bond yields remain stubbornly high. Market analysts attribute this disconnect to uncertainty surrounding future monetary policies and the influx of government bonds. Interestingly, consumer loans for homes, automobiles, and SMEs are experiencing lower interest rates, diverging from traditional patterns where bond yields would typically decline alongside policy adjustments.",
"Markets movement to depend on earnings season, RBI policy: Prashastha Seth",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/recos/markets-movement-to-depend-on-earnings-season-rbi-policy-prashastha-seth/articleshow/9098976.cms,"Wait for two things, a) how the quarterly results pan out over the next few days and b) what is essentially the outcome of the RBI policy.",
RBI policy review kicks off. What stock investors should expect,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/rbi-policy-review-kicks-off-what-stock-investors-should-expect/articleshow/93324112.cms,"""Alternatively, the MPC could choose to hike by a more aggressive 50 bps - same as June, joining some DM and regional central banks in sending a more decisive signal,” BofA Securities said.“On the other hand, we also cannot completely rule out a 25 bps hike as the MPC could acknowledge that inflation has peaked and cite downside risks to their estimates, resorting to standard, more measured hikes,"" it added.",
Bankers welcome RBI regulatory measures; say rate status quo on expected lines,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/industry/banking/finance/banking/bankers-welcome-rbi-regulatory-measures-say-rate-status-quo-on-expected-lines/articleshow/128002326.cms,"The Reserve Bank of India has maintained its policy rates. Bankers generally welcomed this decision and the announced regulatory and developmental policies. Initiatives to enhance customer protection, digital payment safeguards, and support for MSMEs are highlighted. These measures aim to strengthen the financial ecosystem and sustain credit flows.",
Dalal Street's wait for RBI rate cuts just got longer. Here’s what analysts said after MPC outcome,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/dalal-streets-wait-for-rbi-rate-cuts-just-got-longer-heres-what-analysts-said-after-mpc-outcome/articleshow/100842997.cms,"The Reserve Bank of India (RBI) has kept its rates on hold for a second consecutive month despite expectations for a cut. The decision was attributed to concerns over ""upside risks"" including the potential impact of El Nino on India's monsoon season and continued monetary tightening by central banks globally. Inflation remains higher than the 4% target and last week Canada's central bank made an unexpected rate rise. Some market participants noted the pause signalled that the wait for rate cuts could be an extended one.",
Post Monetary Policy Press Conference | RBI Governor Sanjay Malhotra | LIVE,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/india/post-monetary-policy-press-conference-rbi-governor-sanjay-malhotra-live/videoshow/127973988.cms,,
"RBI MPC Meet: A rate cut’s unlikely with growth strong, liquidity call in focus, as per ET Poll",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/mpc-meet-a-rate-cuts-unlikely-with-growth-strong-liquidity-call-in-focus-poll/articleshow/127870171.cms,"Reserve Bank of India is expected to keep interest rates unchanged. Economists foresee a neutral to dovish stance from Governor Sanjay Malhotra. Liquidity support measures and a new open market operation calendar are anticipated. The Monetary Policy Committee will assess budget impacts on inflation, growth, and liquidity. Inflation is projected to stay near the 4% target, while growth remains strong.",
"No fireworks in RBI policy see auto, realty, FMCG stocks cooling off; banks trade steady",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/no-fireworks-in-rbi-policy-see-auto-realty-fmcg-stocks-cooling-off-banks-trade-steady/articleshow/100840692.cms,"After the Reserve Bank of India decided to maintain its policy rates, banking stocks remained stable while stocks in rate-sensitive sectors such as automobiles and real estate faced profit booking. The reaction of the stock market was expected, with investors predicting no major surprises in the policy statement. Although the RBI Governor highlighted macroeconomic improvements, concerns about monsoon season and the potential impact of El-Nino conditions still linger. The central bank maintained a GDP growth forecast for FY24 of 6.5%.",
Ahead of Market: 10 things that will decide stock market action on Friday,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-market-action-on-friday/articleshow/127944298.cms,"Indian equities ended lower as Nifty and Sensex snapped gains amid broad selling led by financials, autos and IT. Analysts see consolidation, with key supports intact, resistance capping rebounds, and stock-specific opportunities until RBI policy cues emerge in near term.",
RBI Monetary Policy Committee keeps repo rate unchanged at 5.25%,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/rbi-monetary-policy-committee-keeps-repo-rate-unchanged-at-5-25/videoshow/127970014.cms,,
"RBI removes VRR cap, reshapes FPI debt limits to boost bond inflows",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/forex/forex-news/rbi-removes-vrr-cap-reshapes-fpi-debt-limits-to-boost-bond-inflows/articleshow/127997202.cms,"RBI scrapped the Rs 2.5 lakh crore VRR cap, folding it into FPI debt limits from April, boosting flexibility and ease of doing business while retaining safeguards on foreign ownership. Existing VRR investments shift to general limits, with gains expected.",
"RBI acts on fraud: Customers to get up to Rs 25,000 compensation for losses incurred in small value fraudulent transactions, announces RBI",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/wealth/save/rbi-acts-on-fraud-customers-to-get-up-to-rs-25000-compensation-for-losses-incurred-in-small-value-fraudulent-transactions-announces-rbi/articleshow/127970319.cms,"Bank customers who fall victim to small value financial fraud can now receive compensation. The Reserve Bank of India announced this new policy. Victims may get up to Rs 25,000. This decision was made by RBI Governor Sanjay Malhotra. The Monetary Policy Committee also kept the policy repo rate unchanged. This aims to protect customers from financial losses.",
"RBI Monetary Policy 2026 Highlights: India still in same sweet ‘goldilocks’ spot, growth looking even better, says Sanjay Malhotra",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/newsblogs/rbi-monetary-policy-2026-live-updates-rbi-governor-sanjay-malhotra-repo-rate-cut-gdp-cpi-inflation-mpc-meeting-highlights-6-february-2026/liveblog/127964303.cms,"RBI MPC Meet 2026 Highlights: The Reserve Bank of India (RBI) on Friday announced that it has unanimously voted to keep its key repo rate steady at 5.25%, sticking to its pause on interest rates even as India’s growth outlook improves after a strong policy week. Inflation is not a big worry right now and RBI noted that most everyday prices are stable. However, RBI has raised its inflation targets slightly. The small rise in the RBI’s inflation outlook is mainly because gold and silver have become more expensive, not because daily essentials are shooting up. On growth, the RBI sees India’s economy staying strong, driven largely by domestic demand. Trade deals and government spending are helping, even as global risks continue. The decision comes after the Union Budget boosted government spending and US President Donald Trump announced a trade deal with New Delhi, both of which have lifted expectations for faster economic growth. With fiscal support rising and external trade prospects improving, markets are now focused on how the RBI balances inflation risks with growth momentum.",
"RBI Policy Decision: Repo rate left unchanged at 6.5%; Sensex, Nifty slide",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/rbi-policy-decision-repo-rate-left-unchanged-sensex-nifty-erase-gains/articleshow/107511842.cms,"Despite the monetary policy action being on expected lines, the equity market tumbled. Sensex lost over 700 points while Nifty slipped below the 21,750 mark. Unlike in the previous meeting, the decision to leave rates unchanged this time was favoured by 5 of the 6-member MPC panel.",
Will bears return to D-Street after RBI policy verdict? Here's what trends suggest,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/will-d-street-bulls-hold-fort-before-rbi-policy-verdict-see-what-experts-say-historical-data-show/articleshow/105798948.cms,But a sense of fatigue among Dalal Street bulls was felt on Wednesday after Nifty50 dropped almost 100 points from its lifetime high-level intraday.,
"RBI goes for 25 bps repo rate cut, 3rd in a row; shifts stance to 'accommodative'",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/rbi-goes-for-25-bps-rate-cut-3rd-in-a-row-shifts-policy-stance-to-accommodative/articleshow/69672462.cms,The RBI press statement said all the six members voted in favour of a 25 bps rate cut.,
RBI MPC outcome: What this rate pause means for mutual fund investors?,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/mf/analysis/rbi-mpc-outcome-what-this-rate-pause-means-for-mutual-fund-investors/articleshow/127975048.cms,"The RBI has paused the repo rate at 5.25%, signalling stability rather than a policy shift. Experts suggest investors focus on short to medium duration debt funds, accrual-led strategies and selective equity exposure, as returns in 2026 are expected to remain range bound amid cautious global conditions.",
"RBI MPC raises FY27 inflation forecast to 4.2%, revises FY26 growth to 7.4%",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/indicators/rbi-mpc-raises-fy27-inflation-forecast-to-4-2-revises-fy26-growth-to-7-4/videoshow/127971354.cms,,
"RBI MPC raises FY27 inflation forecast to 4.2%, revises FY26 growth to 7.4%",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/indicators/rbi-mpc-raises-fy27-inflation-forecast-to-4-2-revises-fy26-growth-to-7-4/videoshow/127971354.cms,,
RBI policy positive for housing sector,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/rbi-policy-positive-for-housing-sector/articleshow/90723291.cms,The regulator has extended the liberal norms for the housing sector introduced during the pandemic for another year. This step may to facilitate higher credit flow to buy individual housing units.,
"RBI policy: Bankers, brokerages' expectations",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/et-now/experts/rbi-policy-bankers-brokerages-expectations/videoshow/20601942.cms,RBI.jpg,
RBI policy - Is it neutral or accommodative?,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/rbi-policy-is-it-neutral-or-accommodative/articleshow/119741077.cms,"Over the last few months, there has been a distinct shift in the focus of monetary policy towards growth as inflation pressures have subsided. From December 2024 onwards RBI has focused on infusing durable liquidity to make conditions conducive for transmission and credit off-take.",
Fund managers react to RBI policy,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/mf/mf-news/fund-managers-react-to-rbi-policy/articleshow/65229467.cms,The RBI hiked repo rate by 25 bps to 6.50 per cent in its third bi-monthly monetary policy review of FY 2018-19.,
Markets' expectations from RBI policy,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/et-now/daily/markets-expectations-from-rbi-policy/videoshow/39613396.cms,,
Expectations of bankers from RBI policy,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/et-now/policy/expectations-of-bankers-from-rbi-policy/videoshow/17010423.cms,rate-cut.jpg,
RBI Policy news: Key liquidity measures announced by Guv Shaktikanta Das,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/rbi-policy-news-key-liquidity-measures-announced-by-guv-shaktikanta-das/videoshow/89472450.cms,,
Will RBI’s inflation warning dampen D-Street's bull run? Here’s what experts say,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/will-rbis-inflation-warning-dampen-d-streets-bull-run-heres-what-experts-say/articleshow/96053068.cms,"Keeping the inflation dynamics in mind, the central bank raised its projection on headline inflation based on the consumer price index for the current quarter and the next quarter by 10 basis points each to 6.6% and 5.9%, respectively.",
Market may go above 7700 if Bank Nifty is positive after RBI policy review: Mitesh Thacker,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/recos/market-may-go-above-7700-if-bank-nifty-is-positive-after-rbi-policy-review-mitesh-thacker/articleshow/39623621.cms,"If the Bank Nifty does not have any kind of negative event, the market momentum should spill over and we might actually see a breakout above 7700.",
RBI meeting outcome tomorrow: Will it be a pause or 25 bps rate hike?,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/rbi-meeting-outcome-tomorrow-will-it-be-a-pause-or-25-bps-rate-hike/articleshow/97687077.cms,"While market participants remain slightly divided between a pause and a 25 bps hike in the upcoming policy, there seems a clear consensus that the monetary policy will signal an end of the rate hiking cycle. However, we remain cautious on the possibility of dovish forward guidance just yet",
5 announcements from RBI Governor's policy statement that spoilt D-Street's mood,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/5-announcements-from-rbi-governors-policy-statement-that-spoilt-d-streets-mood/articleshow/96052175.cms,"The six-member Monetary Policy Committee (MPC) with a five-to-one majority increased the repo rate. Since May, RBI has hiked the repo rate by 225 basis points.",
RBI's policy unlikely to be impacted by Fed rate hike,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/rbis-policy-unlikely-to-be-impacted-by-fed-rate-hike/articleshow/57669882.cms,"The US Fed hike is as per the expected lines, which raised its benchmark interest rate for the second time in three months and there is forecast of two additional hikes this year, experts said.",
Debt mutual fund managers react to RBI policy,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/mf/analysis/debt-mutual-fund-managers-react-to-rbi-policy/articleshow/63628227.cms,The Reserve Bank of India maintained a status quo on policy rates in today's MPC meeting.,
"SBI MD on RBI policy, LCR framework & more",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/expert-view/sbi-md-on-rbi-policy-lcr-framework-more/articleshow/109058338.cms,"AK Tewari discusses the importance of adapting LCR monitoring to digital times to prevent rapid bank runs due to the instant withdrawal capability, emphasizing the critical role of deposit gathering in the banking sector amid ongoing transformations. Tiwari also says: ""For all banks, especially the deposit gathering and focus will be the key thing for the next several quarters.""",
Rupee ends higher; traders await RBI policy,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/forex/rupee-ends-higher-traders-await-rbi-policy/articleshow/100820777.cms,"""The market is relatively calm ahead of the RBI policy decision,"" said Dilip Parmar, research analyst at HDFC Securities, adding that likely foreign flows into equities helped the rupee during the day.",
"Sensex, Nifty gain ahead of RBI policy outcome",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/sensex-nifty-gain-ahead-of-rbi-policy-outcome/articleshow/90719577.cms,"""Today's monetary policy is unlikely to impact the market significantly even if there is a surprise rate hike. That would be interpreted by the market positively indicating that the RBI is not behind the curve,"" said V K Vijayakumar, Chief Investment Strategist at Geojit Financial Services.",
Forex hedging costs plunge after RBI policy,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/forex/forex-hedging-costs-plunge-after-rbi-policy/articleshow/89554946.cms,"The cost of covering currency risk crashed after the Reserve Bank of India delivered a ""super-dovish"" bi-monthly policy pulling yields down. Forwards premia across maturities slumped as much as 60 basis points in just two trading sessions, potentially benefiting overseas investors just ahead of LIC of India's mega share sale and local borrowers/importers with offshore liabilities.",
Top debt fund managers react to RBI policy,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/mf/analysis/top-debt-fund-managers-react-to-rbi-policy/articleshow/73981252.cms,RBI kept the policy rates unchanged in the bi-monthly MPC meet today. Debt mutual fund managers say the move is in line with the market expectations.,
RBI policy and Budget will influence markets: Dharmesh Pancholi,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/recos/rbi-policy-and-budget-will-influence-markets-dharmesh-pancholi/articleshow/5476730.cms,"Dharmesh Pancholi, Investment Advisor, in an interview with ET Now says that RBI policy and Budget are the two events that will influence markets.",
"RBI's policy normalisation gets a leg up, say analysts",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/rbis-policy-normalisation-gets-a-leg-up-say-analysts/articleshow/90730673.cms,"The six-member Monetary Policy Committee (MPC) voted to hold the benchmark repurchase or the repo rate at 4 per cent and decided to stick to an accommodative stance, the Reserve Bank of India (RBI) said after the first review meeting of the current fiscal.",
"GSAP 1.0 centrepiece of RBI money policy: Economists, analysts break it down",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/gsap-1-0-centrepiece-of-rbi-money-policy-economists-analysts-break-it-down/articleshow/81947458.cms,"The benchmark 10-year bond yield rose to 6.19% post-policy, before falling back to 6.06% after the central bank announced a secondary market government securities (G-sec) acquisition programme.",
RBI policy: here are mutual funds you can consider investing,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/mf/analysis/rbi-policy-here-are-mutual-funds-you-can-consider-investing/articleshow/90721992.cms,The RBI policy is very confusing for many mutual fund investors. The implications of rate hikes and their impact on inflation and growth are too much for regular investors to decipher.,
"RBI policy move quite expected: Taimur Baig, Deutsche Bank",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/opinion/interviews/rbi-policy-move-quite-expected-taimur-baig-deutsche-bank/articleshow/7111334.cms,"ET Now caught up with Taimur Baig, Director, Asia Economics, Deutsche Bank, for his views on the RBI policy review.",
RBI Monetary Policy Committee Meeting | Interest Rate Decision | LIVE,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/india/rbi-monetary-policy-committee-meeting-interest-rate-decision-live/videoshow/127969843.cms,,
RBI MPC: India's central bank to stand pat as trade deal reduces urgency on rate cuts,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/rbi-mpc-indias-central-bank-to-stand-pat-as-trade-deal-reduces-urgency-on-rate-cuts/articleshow/127898900.cms,"RBI Monetary Policy Committee February 2026: The Reserve Bank of India is likely to hold interest rates steady this week. Focus will be on ensuring previous rate cuts benefit borrowers. A recent trade deal with the U.S. reduces the need for immediate economic stimulus. India's economy is performing well, with growth forecasts remaining strong. Analysts anticipate measures to support the bond market.",
"India bond rally on US trade pact runs into supply wall, RBI meet",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/bonds/india-bond-rally-on-us-trade-pact-runs-into-supply-wall-rbi-meet/articleshow/127886436.cms,"Indian government bonds rose on Tuesday after the U.S.-India trade-pact sparked fresh buying, but gains were capped as the news created a ⁠rare opportunity for profit-taking in a supply-heavy market.",
What to expect from RBI policy meeting next week? Mahantesh Sabarad answers,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/expert-view/what-to-expect-from-rbi-policy-meeting-next-week-mahantesh-sabarad-answers/articleshow/105678149.cms,So I believe that we will continue to see newer highs as far as the markets are concerned and the going seems to be properly laid out.,
RBI's policy rate hike to pinch propert market: Realty sector,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/wealth/personal-finance-news/rbis-policy-rate-hike-to-pinch-propert-market-realty-sector/articleshow/7360959.cms,Real estate developers and consultants on Tuesday said RBI's decision to hike policy rates by 25 basis points will affect the sentiment of the property market.,
"RBI policy a non-event, Equities to maintain upward bias",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/rbi-policy-a-non-event-equities-to-maintain-upward-bias/articleshow/39686824.cms,The RBI kept policy rates unchanged at its policy meet today. Repo rate was left unchanged at 8 per cent and reverse repo rate at 7 per cent.,
RBI policy outcome expected but what brought bank stocks under pressure?,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/rbi-policy-outcome-expected-but-what-brought-bank-stocks-under-pressure/articleshow/102598940.cms,RBI mandated banks to maintain the ICRR at 10% of the net demand and time liabilities (NDTL) between May 19 and July 28. The Monetary Policy Committee (MPC) of the RBI led by Governor Shaktikanta Das today kept the repo rate unchanged at 6.5% while increasing the inflation estimates for FY24 to 5.4% from an earlier estimate of 5.10%.,
