title,url,summary
Dovish RBI policy spurs corporate bond issuances,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/dovish-rbi-policy-spurs-corporate-bond-issuances/slideshow/124619904.cms,
"RBI policy meet, Japan downgrade, global growth worries hit markets; Sensex snaps 3-day rally",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/rbi-policy-meet-japan-downgrade-global-growth-worries-hit-markets-sensex-snaps-3-day-rally/articleshow/45335419.cms,"The S&P BSE Sensex snapped three-day rally and slipped as much as 155 points in trade, led by losses in power, oil & gas, metal and realty stocks."
"Banks do not need RBI permission to invest, pull back overseas investments",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/industry/banking/finance/banking/banks-do-not-need-rbi-permission-to-invest-pull-back-overseas-investments/articleshow/88159522.cms,In the additional measures announced after the monetary policy review governor Shaktikanta Das said banks will no longer need regulatory clearance to invest or repatriate capital from their overseas subsidiaries.
"RBI to allow lending and borrowing in G-Secs, increases trading hours",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/rbi-to-allow-lending-and-borrowing-in-g-secs-increases-trading-hours/articleshow/97717191.cms,"Trading hours in G-Sec will be increased 9 am to 5 pm, from current timings of 9 am to 3:30 pm."
RBI warns of spillover effects on banks and NBFCs in its policy review,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/industry/banking/finance/banking/rbi-warns-of-spillover-effects-on-banks-nbfcs/articleshow/89471476.cms,Das stressed that banks need to fortify governance standards and build capital buffers as the financial system navigates its way through the pandemic.
RBI should hold rates for now & anchor long-term bond yields,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/rbi-should-hold-rates-for-now-anchor-long-term-bond-yields/articleshow/89448163.cms,"Repo rate change could wait for now in our view, though current yields are discounting aggressive rate hikes in India as well. There is a clear need for the RBI to invoke its open market operations (OMO) tool via Operation Twist (OT)."
RBI hikes rates by 25 bps. Full text of Third Bi-monthly Monetary Policy Statement for FY19,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/full-text-rbi-hikes-rates-heres-why/articleshow/65227219.cms,Systemic liquidity remained generally in surplus mode during June-July 2018.
RBI’s rate reversal ahead? It’ll all depend on these seven factors,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/rbis-rate-reversal-ahead-itll-all-depend-on-these-seven-factors/articleshow/66952756.cms,"In its statement, RBI said the downgraded inflation projections have some key risks."
The 6-0 unanimity shock that foxed financial markets,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/the-6-0-unanimity-shock-that-foxed-financial-markets/articleshow/72393323.cms,The unanimity reflects that MPC is more wedded to its mandate of keeping inflation at 4%.
"RBI keeps repo rate unchanged at 4%, maintains accommodative stance",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/rbi-keeps-repo-rate-unchanged-at-4/articleshow/78566647.cms,"The latest MPC decision came as retail inflation continued to remain at the upper end of RBI’s tolerance range. It has stayed stubbornly above 6 per cent, at 6.69 per cent in August and 6.73 per cent in July."
"ET View: Monetary Policy Committee says sooner, rather than later",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/opinion/et-view/et-view-monetary-policy-committee-says-sooner-rather-than-later/articleshow/64478152.cms,"With a sudden outgo of portfolio investment, especially from the debt market, ignoring the RBI’ inducement of opening up room in short-maturity bonds, the rupee is under pressure."
Pre-market: Nifty seen opening lower; RBI policy eyed,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/pre-market-nifty-seen-opening-lower-rbi-policy-eyed/articleshow/43860440.cms,Traders will keep a close on RBI policy which is likely to dictate the trend for markets in trade today.
Realtors unhappy over RBI policy; seek interest cut in future,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/wealth/personal-finance-news/realtors-unhappy-over-rbi-policy-seek-interest-cut-in-future/articleshow/46108349.cms,Real estate developers sought reduction in interest rates in future to boost housing sales. Builders also expect some relief and tax reforms in the upcoming Budget.
Banks to take cue from RBI policy to decide rates: Kotak,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/industry/banking/finance/banking/banks-to-take-cue-from-rbi-policy-to-decide-rates-kotak/articleshow/5409584.cms,"Lending rates might move upward in the months ahead as credit growth picks up, but banks may take a cue from the RBI policy before effecting any change in their rate-structure, a top banker on Monday said."
Nifty poised to hit new highs after RBI policy: Analysts,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/nifty-poised-to-hit-new-highs-after-rbi-policy-analysts/articleshow/69658497.cms,FPIs tend to be net buyers of index puts as a hedge to their portfolios.
Pre-market: Nifty seen opening flat; RBI policy eyed,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/pre-market-nifty-seen-opening-flat-rbi-policy-eyed/articleshow/39661881.cms,Investors will keep a close eye on outcome of RBI policy review due today which is likely to dictate the trend for the markets.
Budget and RBI policy will trigger the market in coming weeks: Anish Damania,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/recos/budget-and-rbi-policy-will-trigger-the-market-in-coming-weeks-anish-damania/articleshow/35934334.cms,RBI policy is probably significant event to look at tomorrow. A lot of people are waiting to look at it given the fact that the RBI governor has been meeting the PM a couple of times.
Forthcoming RBI policy may be a non-event: Avinnash Gorakssakar,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/opinion/interviews/forthcoming-rbi-policy-may-be-a-non-event-avinnash-gorakssakar/articleshow/14847524.cms,"In an interview with ET Now, Avinnash Gorakssakar, Founder Director, Moneyinvestments.in, gives his views on Infosys results, IIP numbers and expectations from the RBI policy."
"RBI keeps repo rate unchanged at 5.15%, stance remains accommodative",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/rbi-keeps-repo-rate-unchanged-at-5-15-stance-remains-accommodative/articleshow/72379230.cms,The central bank slashed FY20 real GDP growth projection to 5% from 6.1%.
Uday Kotak red flags inflation pressure on rate cycle,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/industry/banking/finance/uday-kotak-red-flags-inflation-pressure-on-rate-cycle/articleshow/58062686.cms,India's consumer price inflation inched up to 3.65% in February from 3.17% in January as food prices started rising.
"View: RBI policy should be contingent on recovery, inflation and Omicron, not US Fed behaviour",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/opinion/et-commentary/view-rbi-policy-should-be-contingent-on-recovery-inflation-and-omicron-not-us-fed-behaviour/articleshow/88460618.cms,"Drawing on the experiences of the previous cycles, there are more similarities with the 2003-07 cycle, rather than 2013. Asian central banks are expected to proceed with a gradual pace of policy normalisation, which should be contingent on the recovery of their economies, inflation dynamics and implications of the Omicron variant, rather than being heavily influenced by the Fed policy path."
"Q4 results to help in picking stocks: Sanjay Guglani, Silverdale Capital",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/expert-view/q4-results-to-help-in-picking-stocks-sanjay-guglani-silverdale-capital/articleshow/51642498.cms,"We prefer consumer goods simply because the urban consumption has held up strong and if we have a La Nino this time, we shall have an uptick in rural consumption."
No surprises in RBI policy; Fed move in sharp focus now: Mythili Bhusnurmath,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/opinion/interviews/no-surprises-in-rbi-policy-fed-move-in-sharp-focus-now-mythili-bhusnurmath/articleshow/49993371.cms,"""There are absolutely no surprises at all. Even on the position on inflation, there was a very similar comment in the previous policy statement too."""
"RBI policy, GDP data to set tone for market this week",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/rbi-policy-gdp-data-to-set-tone-for-market-this-week/articleshow/49967573.cms,"Besides, investors would monitor the monthly sales data announcement from auto companies starting Tuesday."
"Sensex slips over 200 points, breaks below 29k post RBI policy, PNB results",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/sensex-slips-over-200-points-breaks-below-29k-post-rbi-policy-pnb-results/articleshow/46105663.cms,"Rate sensitive stocks came under pressure, after the Reserve Bank of India on expected lines left repo rate unchanged at 7.75 per cent."
"India's economic growth outlook unchanged, poised to outperform global growth despite risks: Lakshmi Iyer",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/expert-view/global-bond-index-inclusions-to-boost-indian-bond-market-drive-foreign-flows-lakshmi-iyer/articleshow/120613047.cms,"Lakshmi Iyer of Kotak Investment Advisors discusses India's inward-focused economic strategy, fueled by rising rural and urban consumption and supported by the BFSI sector. Despite global growth concerns and fluctuating dollar dynamics, India's bond market remains attractive due to domestic institutional support and potential US rate cuts, with impending global index inclusions further bolstering bond yields."
"Expect RBI to cut rates by 25 bps at next policy meet: Sanjay Mathur, RBS",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/opinion/interviews/expect-rbi-to-cut-rates-by-25-bps-at-next-policy-meet-sanjay-mathur-rbs/articleshow/46847009.cms,"""It is quite clear that RBI is not averse to cutting interest rates. It's just that there is a need to see an augmentation of the transmission mechanism."""
Sensex trims gains on RBI policy; still up 103 points,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/et-now/markets/sensex-trims-gains-on-rbi-policy-still-up-103-points/videoshow/16432785.cms,mkt1.jpg
"Banks will cut base rates if deposit cost goes down: Aditya Puri, HDFC Bank",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/opinion/interviews/banks-will-cut-base-rates-if-deposit-cost-goes-down-aditya-puri-hdfc-bank/articleshow/46837999.cms,"""Even at this rate banks are not getting deposits. However, the trajectory is down and so, a rate cut is coming. But it's tough to predict the time."""
"RBI policy, auto sales, PMI data among key factors that will steer Dalal Street next week",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/rbi-policy-auto-sales-pmi-data-among-key-factors-that-will-steer-dalal-street-next-week/articleshow/71357112.cms,"Going into a truncated trading week, traders will keep an eye on RBI policy review."
"Share market update: Bank, auto, realty stocks slip after RBI keeps repo rate unchanged",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/share-market-update-bank-auto-realty-stocks-slip-after-rbi-keeps-repo-rate-unchanged/articleshow/72379626.cms,"This halt came after five consecutive cuts. The shortterm lending rate, or repo rate, was unchanged at 5.15 per cent."
RBI keeps key policy interest rates unchanged to strengthen fragile economic recovery,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/rbi-keeps-key-policy-interest-rates-unchanged-to-strengthen-fragile-economic-recovery/articleshow/86859059.cms,"The policy repo rate, or the rate at which RBI lends to banks, is kept at 4% after the six-member MPC voted unanimously in favour of a status quo, while the reverse repo rate remains at 3.35%. All the six members of the Monetary Policy Committee (MPC) voted to keep rates unchanged."
Macro Matters,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/ahead-of-rbi-policy-announcement-what-8-key-market-moves-and-data-prints-are-telling-us/macro-matters/slideshow/92050948.cms,
View: RBI’s actions shows clear focus on bringing down inflation within the tolerance band of 2 to 4%,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/view-rbis-actions-shows-clear-focus-on-bringing-down-inflation-within-the-tolerance-band-of-2-to-4/articleshow/96062479.cms,The slowing of rate hike pace from 50bp to 35bp is welcome since it shows that we might be nearing the end of this rate hike cycle. It also goes to show that the MPC is mindful of growth while ensuring inflation falls below the tolerance band first and then closer to its target. RBI Governor outlined that inflation remains high and broad-based.
Status quo on rates a relief; bond market now well aware of limits to RBI largesse,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/bonds/status-quo-on-rates-a-relief-bond-market-now-well-aware-of-limits-to-rbi-largesse/articleshow/89476250.cms,Bond vigilantes had already made their presence felt over the last few weeks as the Budget unveiled a larger-than-expected market borrowing programme and as surging crude oil prices lent more credence to the global theme of hardening inflation.
RBI may revise working hours of Indian financial institutions,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/rbi-may-revise-working-hours-of-indian-financial-institutions/articleshow/65227618.cms,The RBI has formed a working group to look into the various aspects of revising working hours.
RBI may maintain status quo on rates due to jump in Covid infections: Experts,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/rbi-may-maintain-status-quo-on-rates-due-to-jump-in-covid-infections-experts/articleshow/81897225.cms,"The Monetary Policy Committee (MPC) is likely to maintain its ""accommodative"" stance, say experts."
RBI Monetary Policy: 10 key takeaways from Shaktikanta Das's speech,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/rbi-monetary-policy-key-takeaways-from-shaktikanta-dass-speech/articleshow/79561620.cms,"RBI believes rural demand, which is already a silver lining in times of crisis, is expected to strengthen further, while urban demand is also gaining momentum."
ETMarkets Special Podcast: Has RBI rate cut cycle come to an end?,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/etmarkets-podcast/etmarkets-special-podcast-has-rbi-rate-cut-cycle-come-to-an-end/videoshow/72386322.cms,
Fiscal deficit concern for Indian market: Marshall,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/et-now/markets/fiscal-deficit-concern-for-indian-market-marshall/videoshow/11648405.cms,Market-1.jpg
Crude prices a cause of concern: Religare,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/et-now/experts/crude-prices-a-cause-of-concern-religare/videoshow/12068328.cms,Crude-trans.jpg
RBI has two pronged policy focus: Aditya Puri,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/et-now/experts/rbi-has-two-pronged-policy-focus-aditya-puri/videoshow/23627037.cms,RBi.jpg
Market's post-policy reaction unjustified; rate cut not a magic wand to cure all ills: Mythili Bhusnurmath,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/opinion/interviews/markets-post-policy-reaction-unjustified-rate-cut-not-a-magic-wand-to-cure-all-ills-mythili-bhusnurmath/articleshow/47526528.cms,"""I think markets ran overboard. But by their very nature, markets tend to swing one way or the other too much. I won't be too disheartened by what happened today."""
Bankers call RBI policy as nuanced; CRR move will not impact lending ability,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/industry/banking/finance/banking/bankers-call-rbi-policy-as-nuanced-crr-move-will-not-impact-lending-ability/articleshow/102616319.cms,"Industry lobby grouping IBA's chairman A K Goel, who also heads state-run Punjab National Bank, said the move to impose a 10 per cent incremental cash reserve ratio will not impede the sector's ability to lend."
"Trade setup: Investors eye cues from RBI policy, weekly options expiry",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/trade-setup-investors-eye-cues-from-rbi-policy-weekly-options-expiry/articleshow/89456947.cms,"As we approach Thursday, we will have two things to watch that the markets will react to. First, there is weekly options expiry coming up; and second, is RBI Monetary Policy"
"Why really stocks crashed, and how D-Street interprets this fall",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/why-really-stocks-crashed-and-how-d-street-interprets-this-fall/articleshow/66086800.cms,This RBI policy move was unexpected as most polls hinted at a possible 25 bps hike.
RBI policy review triggers rally in bonds,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/bonds/rbi-policy-review-triggers-rally-in-bonds/articleshow/63631826.cms,
"RBI policy makes India, Inc. smile",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/rbi-policy-makes-india-inc-smile/articleshow/1494701.cms,"Indian industry today welcomed Reserve Bank's annual credit policy that contained measures to increase liquidity in the system, saying cash availability was a key concern."
Tight RBI policy unlikely to harden rates,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/tight-rbi-policy-unlikely-to-harden-rates/articleshow/5507230.cms,"Interest rates may remain soft even if the central bank were to withdraw its accommodative stance and tighten monetary policy, which will be reviewed on Friday."
RBI's policy moves leave markets disoriented,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/opinion/et-commentary/rbis-policy-moves-leave-markets-disoriented/articleshow/24900695.cms,"The focus of the RBI in its second-quarter review of monetary policy was on currency stability, inflation and making financial markets more efficient."
"RBI policy 'fairly balanced', pragmatic: Bankers",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/rbi-policy-fairly-balanced-pragmatic-bankers/articleshow/61951832.cms,SBI Chairman Rajnish Kumar said the RBI's decision to maintain status quo was in consonance with market expectations.
RBI Policy increases NACH mandate for MSMEs,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/small-biz/sme-sector/rbi-policy-increases-nach-mandate-for-msmes/articleshow/89474295.cms,Governor Shaktikanta Das said it will increase National Automated Clearing House (NACH) mandate limit for Trade Receivables Discounting System (TReDS) settlements from Rs 1 crore at present to Rs 3 crore
Markets open flat ahead of RBI policy,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/et-now/markets/markets-open-flat-ahead-of-rbi-policy/videoshow/27568983.cms,ET3.jpg
RBI policy to factor in rising consumer prices,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/industry/banking/finance/banking/rbi-policy-to-factor-in-rising-consumer-prices/articleshow/27257515.cms,"“In a situation where you have high inflation and low growth you have to calibrate policy carefully,” governor Raghuram Rajan said."
Yields jump ahead of RBI policy review,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/bonds/yields-jump-ahead-of-rbi-policy-review/articleshow/4827916.cms,"Gilt yields rose in late trade on Monday, after the central bank said inflationary pressures in the economy remain, making traders less hopeful about any policy easing on Tuesday."
India Inc's take on RBI policy-review,https://economictimes.indiatimes.com/quickiearticleshow/6569801.cms,Bigwigs of the corporate world elicit their views on RBI rate hike.
RBI policy review: May hold rates,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/mf/analysis/rbi-may-not-cut-rates-what-should-debt-mutual-fund-investors-do/rbi-policy-review-may-hold-rates/slideshow/60922820.cms,
RBI policy impact on rupee: Experts’ view,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/et-now/commodities/rbi-policy-impact-on-rupee-experts-view/videoshow/39695772.cms,
Rupee weakens post RBI policy announcement,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/forex/rupee-weakens-post-rbi-policy-announcement/articleshow/21479294.cms,MUMBAI: Rupee fell to 59.64 or 0.39% against the dollar after the Reserve Bank of India announced the monetary policy keeping policy rates unchanged.
What RBI policy surprise means to you,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/what-rbi-policy-surprise-means-to-you/slideshow/72380990.cms,
No impact of RBI's policy on mutual funds: Dhirendra,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/et-now/finance/no-impact-of-rbis-policy-on-mutual-funds-dhirendra/videoshow/17663368.cms,Invest-3.jpg
RBI policy on Wednesday: Here's what to expect,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/rbi-policy-on-wednesday-heres-what-to-expect/videoshow/64453919.cms,
Fed will not determine RBI's policy stance: Rajan,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/et-now/policy/fed-will-not-determine-rbis-policy-stance-raghuram-rajan/videoshow/46833981.cms,
"This is a 'Main Hoon Na' policy of RBI, very-very reassuring for the markets: Nilesh Shah",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/expert-view/this-is-a-main-hoon-na-policy-of-rbi-very-very-reassuring-for-the-markets-nilesh-shah/articleshow/100841012.cms,"The Indian equity markets today provide 3G, a better growth than our peer group, better governance than our peer group and more importantly, better commitment to environment than our peer group."
ETMarkets Smart Talk: Range-bound markets ahead; prefer mid & smallcaps as earnings pick up in FY27–28: Mohit Khanna,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/expert-view/etmarkets-smart-talk-range-bound-markets-ahead-prefer-mid-smallcaps-as-earnings-pick-up-in-fy2728-mohit-khanna/articleshow/128237435.cms,"Indian markets are navigating cross-currents post-Budget and policy announcements, with volatility expected to persist. Mohit Khanna of PGIM India AMC anticipates range-bound movement in the near term but sees strong earnings growth accelerating in FY27-28. He favors a bottom-up approach, with a constructive outlook on mid- and small-cap equities."
"RBI cuts repo rate by 25 bps to 5.15%, lowest since March 2010",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/rbi-cuts-repo-rate-by-25-bps-to-5-15-lowest-since-march-2010/articleshow/71435390.cms,It was in addition to a cumulative 110 bps rate cut that RBI has announced so far this year.
Goldman Sachs cuts India's 2026 growth forecast to 5.9%,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/indicators/goldman-sachs-cuts-indias-2026-growth-forecast-to-5-9/articleshow/129775674.cms,Goldman Sachs has revised India's 2026 growth forecast downwards to 5.9 percent. The firm anticipates a 50 basis point increase in policy rates. This adjustment stems from the ongoing Gulf conflict and its impact on oil prices. Higher crude prices present significant risks to India's economy.
Stock market update: Realty stocks rise ahead of RBI's policy outcome,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/stock-market-update-realty-stocks-rise-ahead-of-rbis-policy-outcomebr/articleshow/72378003.cms,The Nifty Realty index was trading 0.47 per cent up at 286.70.
Share market update: Auto stocks up ahead of RBI's policy outcome,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/share-market-update-auto-stocks-up-ahead-of-rbis-policy-outcomenbspbr/articleshow/72377885.cms,The Nifty Auto index was trading 0.28 per cent up at 8019.2 .
Top ten rate sensitive stocks in focus post RBI policy meet,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/recos/top-ten-rate-sensitive-stocks-in-focus-post-rbi-policy-meet/articleshow/20628134.cms,Rate sensitive stocks cracked in after the RBI maintained status quo on policy rates. Here are technical recommendations on top ten such stocks.
"RBI policy, earnings, macro data likely to set market tone this week",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/rbi-policy-earnings-fomc-minutes-likely-to-set-market-tone-this-week/articleshow/81894127.cms,Market participants expect the gains of the previous week to sustain this week helped by the recovery in risk appetite of investors globally.
Share market update: Auto stocks up ahead of RBI's policy outcome,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/share-market-update-auto-stocks-up-ahead-of-rbis-policy-outcomenbspbr/articleshow/68716099.cms,The Nifty Auto index was trading 0.39 per cent up at 8513.75 around 09:50 am.
Rupee depreciates 6 paise to 73.64 ahead of RBI's policy outcome,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/forex/rupee-opens-6-paise-down-at-73-64-against-dollar/articleshow/66080385.cms,"On the domestic front, market participants will be keeping an eye on RBI policy statement."
Fed rate hike to have minimal impact on RBI policy: India Inc,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/news/economy/policy/fed-rate-hike-to-have-minimal-impact-on-rbi-policy-india-inc/articleshow/57675430.cms,"""Since Fed rate hike is not expected to create much volatility in the Indian markets, this should have minimal influence on RBI's policy stance,"" the chamber said in a statement."
Share market update: Auto stocks up ahead of RBI's policy outcome,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/share-market-update-auto-stocks-up-ahead-of-rbis-policy-outcomenbspbr/articleshow/70564669.cms,The Nifty Auto index was trading 0.05 per cent up at 6945.75 around 09:46 am.
Stock market update: Realty stocks rise ahead of RBI's policy outcome,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/stock-market-update-realty-stocks-rise-ahead-of-rbis-policy-outcomebr/articleshow/70564802.cms,The Nifty Realty index was trading 0.74 per cent up at 264.40 around 09:55 am.
Rupee inches to 71 level against dollar post RBI policy decision,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/forex/rupee-inches-to-71-level-against-dollar-post-rbi-policy-decision/articleshow/70567378.cms,"Following the RBI's Monetary Policy Committee (MPC) decision, the local currency witnessed heavy volatility."
"Markets eye RBI policy next week for directions, but will Raghuram Rajan oblige?",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/markets-eye-rbi-policy-next-week-for-directions-but-will-raghuram-rajan-oblige/articleshow/46780596.cms,"Most analysts are not reading too much into the bounce back, and the RBI policy due next week may well be a non-event."
"RBI policy, monsoon and budget to be three major triggers for markets: Sanjay Sinha",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/recos/rbi-policy-monsoon-and-budget-to-be-three-major-triggers-for-markets-sanjay-sinha/articleshow/35767079.cms,"If we have reasonably well spread out monsoon even with that deficiency, it would be seen as a positive trigger for the market, he said."
Share market update: Auto stocks up ahead of RBI's policy outcome,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/share-market-update-auto-stocks-up-ahead-of-rbis-policy-outcomebr/articleshow/67878696.cms,The Nifty Auto index was trading 1.34 per cent up at 8682.50 around 10:02 am.
Share market update: Auto stocks up ahead of RBI's policy outcome,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/share-market-update-auto-stocks-up-ahead-of-rbis-policy-outcome/articleshow/73975242.cms,The Nifty Auto index was trading 0.55 per cent up at 8176.05 .
Stock market update: Realty stocks mixed ahead of RBI's policy outcome,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/stock-market-update-realty-stocks-mixed-ahead-of-rbis-policy-outcomebr/articleshow/69671275.cms,The Nifty Realty index was trading 0.65 per cent down at 283.85 around 10:02 am.
Share market update: Auto stocks down ahead of RBI's policy outcome,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/share-market-update-auto-stocks-down-ahead-of-rbis-policy-outcomenbspbr/articleshow/69671102.cms,The Nifty Auto index was trading 0.39 per cent down at 8267.70 around 09:44 am.
"Sensex, Nifty fall from record highs ahead of RBI policy outcome",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/sensex-nifty-fall-from-record-highs-ahead-of-rbi-policy-outcome/articleshow/69649364.cms,"YES Bank, NTPC, Vedanta, Axis Bank and Coal India were among the main leaders."
"Sensex hits fresh all-time high, surges 1,619 points; rate-sensitive stocks surge up to 9% post RBI policy decision",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/sensex-skyrockets-1300-points-rate-sensitive-stocks-surge-up-to-8-post-rbi-policy-decision/articleshow/110787499.cms,"The market capitalisation of all listed companies on BSE surged by Rs 7.38 lakh crore to Rs 423.27 lakh crore. Post RBI policy decision, realty indices surged up to 9.5%, with Sunteck Realty, Sobha, Brigade, and Lodha rising between 3% and 9.5%. Nifty Bank stocks such as Bandhan Bank, SBI, Axis Bank, AU Small Finance Bank, and Kotak Bank rose by 1-2%."
"RBI policy review, Burger King IPO & auto sales among factors that will sway market this week",https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/rbi-policy-review-burger-king-ipo-auto-sales-among-factors-that-will-sway-market-this-week/articleshow/79471722.cms,"This truncated week will see the release of auto sales data and PMI readings, the kick start of Burger King IPO, RBI's policy review, OPEC's virtual meet and investors' reaction to India slipping into recession."
D-Street rally adds nearly Rs 4 lakh crore to investor wealth: Key factors driving market higher,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/d-street-rally-adds-over-rs-3-lakh-crore-to-investor-wealth-key-factors-driving-market-higher/articleshow/94555063.cms,"The up move brought in a 1,017-point rise in the Sensex with the benchmark index ending the session at 57,426.92. Its NSE counterpart Nifty moved past the psychologically-important level of 17,000 points and closed the day at 17,094.35, up 276 points."
What guidance to expect from first MPC of new financial year,https://economictimes.indiatimes.comhttps://economictimes.indiatimes.com/markets/stocks/news/what-guidance-to-expect-from-first-mpc-of-new-financial-year/articleshow/109034619.cms,"The monetary policy review meeting is expected to consider various factors including domestic stability, global rate trends, and demand-supply dynamics, shaping the outlook for the financial year."
