title,url,summary,War_Sentiment_Label,War_Pos,War_Neg,War_Neu
"Expect RBI to cut rates by 25 bps at next policy meet: Sanjay Mathur, RBS",https://economictimes.indiatimes.com/opinion/interviews/expect-rbi-to-cut-rates-by-25-bps-at-next-policy-meet-sanjay-mathur-rbs/articleshow/46847009.cms,"""It is quite clear that RBI is not averse to cutting interest rates. It's just that there is a need to see an augmentation of the transmission mechanism.""",Positive,0.5699883103370667,0.03553612902760506,0.3944755494594574
RBI keeps key policy interest rates unchanged to strengthen fragile economic recovery,https://economictimes.indiatimes.com/news/economy/policy/rbi-keeps-key-policy-interest-rates-unchanged-to-strengthen-fragile-economic-recovery/articleshow/86859059.cms,"The policy repo rate, or the rate at which RBI lends to banks, is kept at 4% after the six-member MPC voted unanimously in favour of a status quo, while the reverse repo rate remains at 3.35%. All the six members of the Monetary Policy Committee (MPC) voted to keep rates unchanged.",Neutral,0.03977230563759804,0.04672747105360031,0.9135002493858337
Status quo on rates a relief; bond market now well aware of limits to RBI largesse,https://economictimes.indiatimes.com/markets/bonds/status-quo-on-rates-a-relief-bond-market-now-well-aware-of-limits-to-rbi-largesse/articleshow/89476250.cms,Bond vigilantes had already made their presence felt over the last few weeks as the Budget unveiled a larger-than-expected market borrowing programme and as surging crude oil prices lent more credence to the global theme of hardening inflation.,Positive,0.5341269373893738,0.346641480922699,0.11923159658908844
RBI may revise working hours of Indian financial institutions,https://economictimes.indiatimes.com/markets/stocks/news/rbi-may-revise-working-hours-of-indian-financial-institutions/articleshow/65227618.cms,The RBI has formed a working group to look into the various aspects of revising working hours.,Neutral,0.044922590255737305,0.02748752385377884,0.9275898933410645
Crude prices a cause of concern: Religare,https://economictimes.indiatimes.com/et-now/experts/crude-prices-a-cause-of-concern-religare/videoshow/12068328.cms,Crude-trans.jpg,Neutral,0.03133583068847656,0.03951010853052139,0.9291540384292603
Bankers call RBI policy as nuanced; CRR move will not impact lending ability,https://economictimes.indiatimes.com/industry/banking/finance/banking/bankers-call-rbi-policy-as-nuanced-crr-move-will-not-impact-lending-ability/articleshow/102616319.cms,"Industry lobby grouping IBA's chairman A K Goel, who also heads state-run Punjab National Bank, said the move to impose a 10 per cent incremental cash reserve ratio will not impede the sector's ability to lend.",Positive,0.8268840312957764,0.05507524684071541,0.11804072558879852
"RBI policy makes India, Inc. smile",https://economictimes.indiatimes.com/news/economy/policy/rbi-policy-makes-india-inc-smile/articleshow/1494701.cms,"Indian industry today welcomed Reserve Bank's annual credit policy that contained measures to increase liquidity in the system, saying cash availability was a key concern.",Positive,0.9320886731147766,0.01690756343305111,0.05100373923778534
RBI's policy moves leave markets disoriented,https://economictimes.indiatimes.com/opinion/et-commentary/rbis-policy-moves-leave-markets-disoriented/articleshow/24900695.cms,"The focus of the RBI in its second-quarter review of monetary policy was on currency stability, inflation and making financial markets more efficient.",Neutral,0.09258174151182175,0.029504166916012764,0.8779141306877136
"RBI policy 'fairly balanced', pragmatic: Bankers",https://economictimes.indiatimes.com/news/economy/policy/rbi-policy-fairly-balanced-pragmatic-bankers/articleshow/61951832.cms,SBI Chairman Rajnish Kumar said the RBI's decision to maintain status quo was in consonance with market expectations.,Neutral,0.11506800353527069,0.13731171190738678,0.7476203441619873
RBI Policy increases NACH mandate for MSMEs,https://economictimes.indiatimes.com/small-biz/sme-sector/rbi-policy-increases-nach-mandate-for-msmes/articleshow/89474295.cms,Governor Shaktikanta Das said it will increase National Automated Clearing House (NACH) mandate limit for Trade Receivables Discounting System (TReDS) settlements from Rs 1 crore at present to Rs 3 crore,Positive,0.9244228601455688,0.01605207659304142,0.05952512100338936
Goldman Sachs cuts India's 2026 growth forecast to 5.9%,https://economictimes.indiatimes.com/news/economy/indicators/goldman-sachs-cuts-indias-2026-growth-forecast-to-5-9/articleshow/129775674.cms,Goldman Sachs has revised India's 2026 growth forecast downwards to 5.9 percent. The firm anticipates a 50 basis point increase in policy rates. This adjustment stems from the ongoing Gulf conflict and its impact on oil prices. Higher crude prices present significant risks to India's economy.,Negative,0.07567014001930754,0.7979387640953064,0.12639113080998263
Top ten rate sensitive stocks in focus post RBI policy meet,https://economictimes.indiatimes.com/markets/stocks/recos/top-ten-rate-sensitive-stocks-in-focus-post-rbi-policy-meet/articleshow/20628134.cms,Rate sensitive stocks cracked in after the RBI maintained status quo on policy rates. Here are technical recommendations on top ten such stocks.,Negative,0.13883928954601288,0.8043457865715027,0.056814927607774734
"RBI policy, earnings, macro data likely to set market tone this week",https://economictimes.indiatimes.com/markets/stocks/news/rbi-policy-earnings-fomc-minutes-likely-to-set-market-tone-this-week/articleshow/81894127.cms,Market participants expect the gains of the previous week to sustain this week helped by the recovery in risk appetite of investors globally.,Positive,0.9556559324264526,0.020833922550082207,0.023510225117206573
What guidance to expect from first MPC of new financial year,https://economictimes.indiatimes.com/markets/stocks/news/what-guidance-to-expect-from-first-mpc-of-new-financial-year/articleshow/109034619.cms,"The monetary policy review meeting is expected to consider various factors including domestic stability, global rate trends, and demand-supply dynamics, shaping the outlook for the financial year.",Neutral,0.06491167098283768,0.022595234215259552,0.9124930500984192
Top debt mutual fund managers react to RBI policy,https://economictimes.indiatimes.com/mf/analysis/top-debt-mutual-fund-managers-react-to-rbi-policy/articleshow/89476858.cms,The RBI has surprised the market with a status quo on policy rates and the decision to maintain an accommodative stance on rates.,Positive,0.8714232444763184,0.04352195933461189,0.08505471795797348
Top debt mutual fund managers react to RBI policy,https://economictimes.indiatimes.com/mf/analysis/top-debt-mutual-fund-managers-react-to-rbi-policy/articleshow/88162093.cms,Many market participants expected a rate hike this time because of the concerns surrounding inflation.,Positive,0.5916751027107239,0.2613147497177124,0.1470101922750473
Here's why Abheek Barua is disappointed with RBI policy outcome,https://economictimes.indiatimes.com/markets/expert-view/heres-why-abheek-barua-is-disappointed-with-rbi-policy-outcome/articleshow/112367037.cms,"And just as an early pivot or a premature pivot can cause problems down the road, the inability to pivot or create room for a pivot could lead to problems later on. Again, I mean, this is just not my words, but this is what the dissent within the MPC is about.",Negative,0.028993947431445122,0.527596116065979,0.4434099569916725
RBI Policy: Best investment strategy for mutual fund investors,https://economictimes.indiatimes.com/mf/analysis/rbi-policy-best-investment-strategy-for-mutual-fund-investors/articleshow/105828902.cms,"The Reserve Bank of India has been holding policy rates since February this year. The apex bank had raised policy rates by 2.5% before the pause, starting from May 2022, to contain the inflationary pressure in the economy.",Positive,0.8043451309204102,0.045558564364910126,0.15009623765945435
"No US Fed effect, domestic factors to guide RBI policy",https://economictimes.indiatimes.com/news/economy/indicators/no-us-fed-effect-domestic-factors-to-guide-rbi-policy/articleshow/106001289.cms,"The latest US Federal Reserve's statement, signalling three rate cuts next year, is unlikely to change interest rate trajectory in India with the monetary policy committee focussing on domestic factors but could nudge the central bank to revise its stance, say economists.",Negative,0.10738290846347809,0.5635109543800354,0.32910609245300293
RBI policy: What is in store for debt mutual fund investors?,https://economictimes.indiatimes.com/mf/analysis/rbi-policy-what-is-in-store-for-debt-mutual-fund-investors/articleshow/77279901.cms,The monetary policy committee (the MPC) will meet in the first week of August 2020 to deliberate and are likely to have their task cut out with the economy staring at a contraction and the need to manage inflation.,Negative,0.02070656418800354,0.8943214416503906,0.08497199416160583
What mutual fund managers say about RBI policy,https://economictimes.indiatimes.com/mf/analysis/what-fund-managers-say-about-rbi-policy/articleshow/67884093.cms,"he RBI cut repo rate by 25 basis points (100 basis points = 1%) to 6.25 per cent, for the first time after August 2017.",Positive,0.3892734944820404,0.34107714891433716,0.26964935660362244
RBI policy reflects cautious stance: Montek Singh Ahluwalia,https://economictimes.indiatimes.com/news/economy/finance/rbi-policy-reflects-cautious-stance-montek-singh-ahluwalia/articleshow/15292789.cms,Planning Commission today said that RBI has taken a cautious stance due to sticky inflation in its quarterly review by keeping the key rates unchanged.,Negative,0.07526814937591553,0.5235405564308167,0.40119120478630066
"Expect midcaps to do well over next 4-5 years: Prabhat Awasthi, Nomura Financial Advisories",https://economictimes.indiatimes.com/opinion/interviews/expect-midcaps-to-do-well-over-next-4-5-years-prabhat-awasthi-nomura-financial-advisories/articleshow/43792424.cms,"""The investment cycle is also picking up; GDP growth has already started correcting upwards. The other macros are also getting better.""",Positive,0.9474313259124756,0.025994647294282913,0.026574091985821724
What should be the takeaways from today's RBI policy commentary? AK Tewari answers,https://economictimes.indiatimes.com/markets/expert-view/what-should-be-the-takeaways-from-todays-rbi-policy-commentary-ak-tewari-answers/articleshow/107517195.cms,"However, the growth has also been good. So in that sense, it is going well. But it is the role of the governor to actually always caution the market that, yes, things are good, but keep watch out and we will keep watching and if warranted, we will take action. So that is the sense I got.",Neutral,0.12800104916095734,0.020783018320798874,0.8512159585952759
Ahead of Market: 12 things that will decide stock action on Monday,https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-12-things-that-will-decide-stock-action-on-monday/articleshow/83280067.cms,"Nifty traded in a tight range of 111 points to end below the 15,700 level. It formed a small bearish candle on the daily chart with a long lower wick, indicating buying at lower levels. Analysts said the index was showing lack of strength at higher levels with some indicators sending overbought signals. Will the Nifty gain strength this week and move towards the 15,800-15,900 zone?",Neutral,0.12500032782554626,0.04280991107225418,0.8321897983551025
Rupee opens 15 paise up at 69.18 against dollar,https://economictimes.indiatimes.com/markets/forex/rupee-opens-15-paise-up-at-69-18-against-dollar/articleshow/68624836.cms,"On the domestic front, the focus will shift to RBI policy meeting which is scheduled next week.",Neutral,0.04062099754810333,0.07503804564476013,0.8843409419059753
The year of the pause: How RBI maneuvered its policy in 2024,https://economictimes.indiatimes.com/news/economy/policy/the-year-of-the-pause-how-rbi-maneuvered-its-policy-in-2024/articleshow/116431290.cms,"India's benchmark interest rate, held steady at 6.5% since late 2018, remains unchanged as inflation control remains a key focus. Despite a 5.4% GDP growth slump in Q2 2024, the RBI prioritizes disinflation efforts, citing persistent food price pressures and supply-side challenges.",Negative,0.28435781598091125,0.4732455611228943,0.24239660799503326
Bank & other rate-sensitive stocks fall up to 8% post RBI policy decision,https://economictimes.indiatimes.com/markets/stocks/news/bank-other-rate-sensitive-stocks-fall-up-to-8-post-rbi-policy-decision/articleshow/107515842.cms,The RBI on Thursday left the repo rate unchanged at 6.50% following the conclusion of its three-day monetary policy meeting. This is the sixth consecutive time the central bank has left policy rates untouched and the longest pause in rates since 2008 in a rising interest rate environment.,Negative,0.03280181344598532,0.6702386289834976,0.2969595827162266
"India bank liquidity sees first big deficit of 2026 on tax outflow, lack of RBI support",https://economictimes.indiatimes.com/news/economy/finance/india-bank-liquidity-sees-first-big-deficit-of-2026-on-tax-outflow-lack-of-rbi-support/articleshow/129748509.cms,India's banking system faces a significant cash shortage for the first time in 2026. Heavy tax payments and central bank currency market actions have drained funds. This has pushed borrowing costs higher. Experts anticipate conditions to improve by month-end. Year-end government spending is expected to ease the deficit.,Negative,0.06694492697715759,0.9140496253967285,0.01900550164282322
"RBI allows reversal of liquidity facilities under SDF and MSF even on weekends, holidays",https://economictimes.indiatimes.com/industry/banking/finance/banking/rbi-allows-reversal-of-liquidity-facilities-under-sdf-and-msf-even-on-weekends-holidays/articleshow/105828916.cms,"The Reserve Bank of India (RBI) has adjusted liquidity tools, the Standing Deposit Facility (SDF) and Marginal Standing Facility (MSF), allowing reversal of facilities on weekends and holidays from December 30. The move aims to improve liquidity management amid high utilization by banks. The RBI maintained the repo rate at 6.5% Governor Shaktikanta Das mentioned that deficit liquidity was due to festive season expenses but anticipates easing conditions with increased government spending. The RBI remains agile in liquidity management amid evolving economic dynamics, the governor said.",Neutral,0.2688128650188446,0.04328671097755432,0.6879004836082458
Rupee opens 16 paise higher at 70.68 against dollar,https://economictimes.indiatimes.com/markets/forex/rupee-opens-16-paise-higher-at-70-68-against-dollar/articleshow/72484455.cms,Inflation and industrial production number will be released later in the day.,Neutral,0.018891291692852974,0.13757508993148804,0.8435336351394653
"Rajan's rate moves unlikely to lead to any disappointment: Nilesh Shah, MD, Kotak AMC",https://economictimes.indiatimes.com/opinion/interviews/rajans-rate-moves-unlikely-to-lead-to-any-disappointment-nilesh-shah-md-kotak-amc/articleshow/49993944.cms,"""There is a good chance this time around that inflation may not go up as much as expected. Besides, the pay panel award may have already been priced in by the markets.""",Neutral,0.3301228880882263,0.21063287556171417,0.4592443108558655
Industry fears RBI's move will impede industrial growth,https://economictimes.indiatimes.com/news/economy/indicators/industry-fears-rbis-move-will-impede-industrial-growth/articleshow/6223086.cms,"Contrary to the government's expectations, industry today said the RBI's move to up short-term rates may hinder industrial growth as interest rates are likely to be jacked up.",Negative,0.012403243221342564,0.9638344645500183,0.023762309923768044
"How Budget, RBI policy made Jefferies change its India stock portfolio",https://economictimes.indiatimes.com/markets/stocks/news/how-budget-rbi-policy-made-jefferies-change-its-india-stock-portfolio/articleshow/97757873.cms,"Nifty now trades at 18.5x 1-yr forward PE or a 7% premium to 10-year avg. and valuation gap vs China is also now back to the 10-year avg. This makes us more optimistic on the market outlook,"" it said, adding that the trends were positive in the Budget and Q3 earnings.",Positive,0.8852224051952362,0.02668635454028845,0.08809132687747478
RBI's policy will create stability in financial market and growth for Indian economy: Nilesh Shah,https://economictimes.indiatimes.com/markets/expert-view/rbis-policy-will-create-stability-in-financial-market-and-growth-for-indian-economy-nilesh-shah/articleshow/109057257.cms,"Nilesh Shah from Kotak AMC discusses how RBI's policy aims for stability, trust, and growth in the financial market. The equity market may not be concerned about food inflation, but the focus is on the monsoon. Shah says: For the equity market, the biggest worry will be complacency. We are trading at a valuation which optimistically discounts many events -- election, Fed pivot, earnings growth – in a very positive manner.",Neutral,0.10622803494334221,0.03590160934254527,0.85787034034729
"RBI's policy on expected lines, softening of stance a front-loaded move: Bankers",https://economictimes.indiatimes.com/industry/banking/finance/banking/rbis-policy-on-expected-lines-softening-of-stance-a-front-loaded-move-bankers/articleshow/114089578.cms,"The Reserve Bank of India maintains rates and changes its policy stance to 'neutral', indicating confidence in managing inflation and promoting robust growth. Bankers expect future rate cuts depending on the inflation trend. Enhanced UPI limits and creation of a climate risk system are also highlighted.",Neutral,0.13678541779518127,0.267183780670166,0.5960308313369751
"Fund houses sit tight ahead of US Fed meet, RBI policy review",https://economictimes.indiatimes.com/news/economy/policy/fund-houses-sit-tight-ahead-of-us-fed-meet-rbi-policy-review/articleshow/22715987.cms,Mutual fund managers are cautious in taking trading positions ahead of the crucial US central bank meet.,Negative,0.01170363649725914,0.9409985542297363,0.047297775745391846
"RBI policy, global cues, FPI action among top 8 factors to drive D-Street this week",https://economictimes.indiatimes.com/markets/stocks/news/rbi-policy-global-cues-fpi-action-may-decide-dalal-streets-fate-next-week/articleshow/100738261.cms,"Indian benchmark indices stayed in a narrow range amid US debt deal negotiations and remained flat for the week. However, the broader markets outperformed, with about 20 smallcap stocks returning 20-40% weekly. Analysts remain positive about the market and see benchmark indices hitting fresh lifetime highs. The upcoming Reserve Bank of India meeting and Federal Reserve meeting will determine the momentum of indices, with all eyes on the RBI's policy meeting from June 6-8. Additionally, the US's composite services PMI and trade data and the IPO of IKIO Lighting, among other data points, will impact the market.",Negative,0.01419143145903945,0.9454366564750671,0.04037194233387709
"Rupee slips on equity outflows, offshore positioning ahead of RBI policy",https://economictimes.indiatimes.com/markets/forex/rupee-slips-on-equity-outflows-offshore-positioning-ahead-of-rbi-policy/articleshow/121642189.cms,"The Indian rupee briefly weakened to 86.02/$1 on Wednesday before recovering to close at 85.90, pressured by equity outflows and offshore NDF unwinding ahead of the RBI’s policy review. Dollar demand from foreign banks and oil firms added to the pressure. Despite RBI's likely intervention, the rupee has fallen 1.5% since last Monday, making it Asia’s worst-performing currency.",Negative,0.06855584681034088,0.8755195736885071,0.05592455342411995
A sensible policy in response to a catastrophic event: Abheek Barua,https://economictimes.indiatimes.com/markets/expert-view/a-sensible-policy-in-response-to-a-catastrophic-event-abheek-barua/articleshow/86863285.cms,"“We have sensitised the market to this notion of a glide path for inflation, for non-destructive policy measures. Anything apart from this would have been disruptive not just for the markets but also for the economy. ”",Negative,0.013554533012211323,0.8919051885604858,0.09454029053449631
RBI policy factored in Fed rate cut: FM,https://economictimes.indiatimes.com/news/economy/policy/rbi-policy-factored-in-fed-rate-cut-fm/articleshow/2510596.cms,"The RBI had factored in the cut in benchmark interest rate by the US Federal Reserve, in the quarterly monetary policy, finance minister P Chidambaram said.",Neutral,0.17366163432598114,0.19093245267868042,0.6354058980941772
Rate sensitive stocks down post RBI policy,https://economictimes.indiatimes.com/markets/stocks/news/rate-sensitive-stocks-down-post-rbi-policy/articleshow/43909627.cms,Raghuram Rajan left all key rates unchanged citing continued risks to inflation and difficult external situation especially on the geopolitical front.,Negative,0.023397061973810196,0.885034441947937,0.09156844019889832
Moody's blames RBI policy for negative IIP figures,https://economictimes.indiatimes.com/news/economy/indicators/moodys-blames-rbi-policy-for-negative-iip-figures/articleshow/3828513.cms,"Despite global turmoil, RBI continued to tighten monetary policy until July, Moody's said. Gainers: BSE ( A, B ) | NSE | Losers: BSE ( A, B ) | NSE | 52 Week: High, Low",Positive,0.7242624163627625,0.05671427771449089,0.21902336180210114
Debt fund managers decode RBI policy for investors,https://economictimes.indiatimes.com/mf/analysis/debt-fund-managers-decode-rbi-policy-for-investors/articleshow/104213486.cms,"""RBI would target Inflation rate of 4% and not 2%-6% range, again signals the policy rates to remain higher for longer until Inflation is projected to come below 4%. RBI’s sharp focus on bringing down inflation is positive for markets in the medium-to-long term,"" says Amit Somani, Senior Fund Manager – Fixed Income, Tata Asset Management.",Positive,0.9286284446716309,0.029263794422149658,0.04210769757628441
RBI policy on stability: Will not wait for house to catch fire,https://economictimes.indiatimes.com/news/economy/indicators/rbi-policy-on-stability-will-not-wait-for-house-to-catch-fire/articleshow/105831677.cms,"The Reserve Bank of India (RBI) has defended its recent regulatory measures for banks and non-banking finance companies (NBFCs), emphasizing its commitment to using prudential tools to safeguard financial stability. Governor Shaktikanta Das stated that the central bank will not wait for problems to escalate, likening it to waiting for a house to catch fire before taking action.",Neutral,0.1970287747681141,0.3836622089147568,0.4193090349435806
Lacklustre bonds and currency market ahead of RBI policy,https://economictimes.indiatimes.com/markets/bonds/lacklustre-bonds-and-currency-market-ahead-of-rbi-policy/articleshow/54672889.cms,"The Federal Reserve's decision to leave rates unchanged helped, but the outlook for Indian rates also turned benign as the August inflation reading opened up the possibility of rate cuts.",Positive,0.730025589466095,0.22742187976837158,0.04255248233675957
RBI policy rate cuts below industry expectations,https://economictimes.indiatimes.com/news/economy/policy/rbi-policy-rate-cuts-below-industry-expectations/articleshow/4429941.cms,"Industry on Tuesday said the RBI measures towards lower interest rates will reduce the credit cost, but the central bank should have gone in for deeper cuts in policy rates.",Positive,0.7670983076095581,0.1499280482530594,0.08297364413738251
Towards a more predictable & transparent RBI policy,https://economictimes.indiatimes.com/news/economy/policy/towards-a-more-predictable-transparent-rbi-policy/articleshow/32264045.cms,"Predicting RBI’s monetary policy stance is turning out to be a hazardous exercise for analysts. In its last two policy announcements, RBI managed to surprise the consensus.",Negative,0.37643229588866234,0.4833284169435501,0.14023932069540024
Bonds and rupee move steady ahead of RBI policy,https://economictimes.indiatimes.com/markets/bonds/bonds-and-rupee-move-steady-ahead-of-rbi-policy/articleshow/64474861.cms,The benchmark bond yield was little changed at 7.83 per cent amid lacklustre trading activity.,Negative,0.07712765783071518,0.868289053440094,0.05458337068557739
RBI policy review: Key factors to watch out for,https://economictimes.indiatimes.com/markets/stocks/news/rbi-policy-review-key-factors-to-watch-out-for/articleshow/64448060.cms,"It will be first time that meeting is going on for 3 days because of ""administrative exigencies"".",Negative,0.009226641617715359,0.9081027507781982,0.08267064392566681
RBI policy tightening takes a toll on credit,https://economictimes.indiatimes.com/industry/banking/finance/banking/rbi-policy-tightening-takes-a-toll-on-credit/articleshow/3194675.cms,"Bank loans continue to grow at a slow pace. Though in absolute terms, loans, in the first quarter of (Q1) 2008-09, have done better than the previous two comparable quarters, the Q1 growth (Y-o-Y) has slowed down.",Negative,0.04328138008713722,0.9306764006614685,0.026042187586426735
Reactions from top industry officials on RBI policy,https://economictimes.indiatimes.com/et-now/experts/reactions-from-top-industry-officials-on-rbi-policy/videoshow/5837449.cms,IndusInd-bank.jpg,Neutral,0.02686867117881775,0.030594736337661743,0.9425366520881653
"RBI policy, global cues to set tone for markets",https://economictimes.indiatimes.com/opinion/et-commentary/rbi-policy-global-cues-to-set-tone-for-markets/articleshow/7698340.cms,"RBI's monetary policy review meeting, political conflict in the Gulf and North Africa will determine the stock market direction this week.",Negative,0.028228506445884705,0.4986671805381775,0.4731042981147766
RBI shifts towards policy tightening; expect bond yields to continue to harden this year,https://economictimes.indiatimes.com/markets/stocks/news/rbi-shifts-towards-policy-tightening-expect-bond-yields-to-continue-to-harden-this-year/articleshow/90741328.cms,The MPC while reiterating its accommodative stance has also rephrased with focus on withdrawal of accommodation as it ensures inflation remains in target with continuous support to growth.,Positive,0.6033198237419128,0.2667540907859802,0.12992607057094574
"No more rate cuts likely before Budget: K Harihar, FirstRand Bank",https://economictimes.indiatimes.com/opinion/interviews/no-more-rate-cuts-likely-before-budget-k-harihar-firstrand-bank/articleshow/50009766.cms,"""We are on course to achieve the inflation target. It clearly suggests that any further rate cuts were not warranted at this point.""",Positive,0.4920348823070526,0.16737930476665497,0.3405858278274536
"RBI policy review, Q3 results to drive stock markets: Experts",https://economictimes.indiatimes.com/markets/stocks/news/rbi-policy-review-q3-results-to-drive-stock-markets-experts/articleshow/46083929.cms,"Besides, global cues, investment by overseas investors, movement of rupee against the dollar and crude oil price would also influence trading.",Neutral,0.17604856193065643,0.015287082642316818,0.8086643218994141
"RBI policy on expected lines, hope to see rate cut soon: India Inc",https://economictimes.indiatimes.com/news/company/corporate-trends/rbi-policy-on-expected-lines-hope-to-see-rate-cut-soon-india-inc/articleshow/63631708.cms,"The RBI's macro numbers like inflation forecasts as also the GDP look real and variables like Monsoon, crude oil prices in an election year would be the factors to watch for, he added.",Neutral,0.06418948620557785,0.029419418424367905,0.9063910841941833
"Nifty to move between 9,230 and 9,300 next week",https://economictimes.indiatimes.com/markets/stocks/news/nifty-to-move-between-9230-and-9300-next-week/articleshow/57942400.cms,"Accumulate cement stocks on dips in the coming week, says Swapneel V Mantri, Sushil Finance.",Negative,0.0848885253071785,0.6268276572227478,0.2882837951183319
Realty stocks mixed after RBI policy; all eyes on transmission of interest rate cuts by banks,https://economictimes.indiatimes.com/markets/stocks/news/realty-stocks-mixed-after-rbi-policy-all-eyes-on-transmission-of-interest-rate-cuts-by-banks/articleshow/71436943.cms,The real estate sector is still saddled with 6.56 lakh unsold housing units.,Negative,0.13224339485168457,0.7342308759689331,0.13352584838867188
Rupee declines by 10 paise to 74.84 ahead of RBI policy,https://economictimes.indiatimes.com/markets/forex/rupee-declines-by-10-paise-to-74-84-ahead-of-rbi-policy/articleshow/89456263.cms,"Investors are cautious ahead of the RBI monetary policy to be announced on Thursday, analysts said.",Negative,0.018297836184501648,0.91756671667099,0.06413545459508896
RBI policy on expected lines and very balanced: Tanvee Gupta Jain,https://economictimes.indiatimes.com/markets/expert-view/rbi-policy-on-expected-lines-and-very-balanced-tanvee-gupta-jain/articleshow/94556856.cms,“I do not see the credit policy as either hawkish or accommodative. There is a very balanced overview and it is very data dependent. We are expecting RBI to take the repo rate to 6.25% by the December policy and this is taking into account our US team forecast that the Fed rate peaks at 4.25-4.5% by the end of 2022. ”,Neutral,0.16954663395881653,0.05520222336053848,0.7752511501312256
Liquidity tightness in India's banking system: Rethinking RBI's policy tools,https://economictimes.indiatimes.com/industry/banking/finance/banking/liquidity-tightness-in-indias-banking-system-rethinking-rbis-policy-tools/articleshow/117583508.cms,"The RBI faces challenges providing liquidity amidst India's banking system issues, as traditional OMOs have limited impact due to regulatory and structural constraints. Reforms in CRR and LCR requirements could inject direct liquidity, while innovative measures like long-term repo operations and dynamic LCR adjustments might support broader credit growth and equitable economic growth.",Positive,0.9245068430900574,0.009868230670690536,0.06562496721744537
India bond yields flat as traders shrug off RBI policy,https://economictimes.indiatimes.com/markets/bonds/india-bond-yields-flat-as-traders-shrug-off-rbi-policy/articleshow/105830943.cms,The RBI refrained from any major announcements - unlike in August and October - while Governor Shaktikanta Das said liquidity situations in the last two months did not warrant open market sale of bonds.,Neutral,0.03289688378572464,0.1882326453924179,0.7788704633712769
RBI policy desolates realtors; want rate cut to boost sector,https://economictimes.indiatimes.com/news/economy/policy/rbi-policy-desolates-realtors-want-rate-cut-to-boost-sector/articleshow/48345690.cms,"CREDAI, the apex body of real estate developers, said the industry is struggling due to low demand, rise in input cost and high interest rates.",Negative,0.008901323191821575,0.9697120785713196,0.021386515349149704
Pre-market: Nifty seen opening flat; RBI policy eyed,https://economictimes.indiatimes.com/markets/stocks/news/pre-market-nifty-seen-opening-flat-rbi-policy-eyed/articleshow/47508699.cms,"The index may retest its crucial level of 8400, if the central bank keep do not cut rates by 25 bps or infuse liquidity in the system.",Negative,0.36869028210639954,0.46653199195861816,0.1647777408361435
"RBI policy boost, separate liquidity window for hotels, transport, tourism",https://economictimes.indiatimes.com/news/economy/policy/rbi-policy-boost-separate-liquidity-window-for-hotels-transport-tourism/articleshow/83227822.cms,"The central bank also announced a fresh liquidity support of Rs 16,000 crore for Small Industries Development Bank of India for on-lending or providing refinance to micro, small and medium enterprises (MSMEs), particularly smaller MSMEs and other businesses including those in credit deficient and aspirational districts.",Positive,0.9008384943008423,0.015247109346091747,0.0839143842458725
RBI policy may change if industrial growth slides further: Basu,https://economictimes.indiatimes.com/news/economy/indicators/rbi-policy-may-change-if-industrial-growth-slides-further-basu/articleshow/6935131.cms,"A top government economic advisor said industry is expected post a recovery in October, else the RBI will have to change its tight money policy stance.",Negative,0.40752530097961426,0.5021023750305176,0.09037230908870697
Montek Singh Ahluwalia on RBI policy: Growth should be higher on agenda,https://economictimes.indiatimes.com/news/economy/policy/montek-singh-ahluwalia-on-rbi-policy-growth-should-be-higher-on-agenda/articleshow/17019911.cms,"""I can see that the RBI remains concerned about inflation. I think we need to watch what happens in inflation but probably the need to push the growth at this moment is little higher on agenda than the concern about inflation,"" Ahluwalia told.",Positive,0.7262959480285645,0.052985262125730515,0.22071872651576996
For the first time one member differed on RBI policy rate decision,https://economictimes.indiatimes.com/news/economy/policy/for-the-first-time-one-member-differed-on-rbi-policy-rate-decision/articleshow/59034577.cms,"Of the six members, both external and internal, one external member Ravindra Dholakia was not in favour of a pause in policy rate.",Neutral,0.09001383930444717,0.14049690961837769,0.7694892883300781
India benchmark bonds fall on supply reshuffle before RBI policy,https://economictimes.indiatimes.com/markets/bonds/india-benchmark-bonds-fall-on-supply-reshuffle-before-rbi-policy/articleshow/124213240.cms,"Benchmark Indian government bonds fell on Monday following an increase in the share of their issuance in New Delhi's fiscal second half borrowing plan, with traders also turning cautious ahead of Wednesday's central bank policy decision.",Negative,0.009459531866014004,0.9698095321655273,0.0207308828830719
RBI MPC Meeting: Trump tariff turmoil puts pressure on Reserve Bank of India to act,https://economictimes.indiatimes.com/news/economy/policy/rbi-mpc-meeting-trump-tariff-turmoil-puts-pressure-on-reserve-bank-of-india-to-act/articleshow/120082844.cms,"RBI Monetary Policy Meeting: India's central bank is anticipated to lower interest rates, coinciding with the implementation of US import tariffs. Investors are bracing for potential market instability, with expectations that Governor Sanjay Malhotra will implement measures to strengthen the economy against a slowdown. Economists predict a 25 basis point cut to 6%, while also monitoring inflation, liquidity management, and bond/rupee reactions.",Negative,0.04698289930820465,0.7791086435317993,0.17390847206115723
Das says RBI won’t prejudge the liquidity situation: Policy Highlights,https://economictimes.indiatimes.com/markets/stocks/news/das-says-rbi-wont-prejudge-the-liquidity-situation-policy-highlights/articleshow/67881143.cms,RBI said the decision to change the monetary policy stance was unanimous.,Neutral,0.05573276802897453,0.041665755212306976,0.902601420879364
